InventoryConsignmentOwnerKey,ConsignmentOwnerCode,SupplierKey,CustomerKey,ConsignmentOwnerName,OwnershipStartDate,RequiresSegregation,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
450,ICO000450,93,180,Taylor Hughes,2021-03-26,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a7d54d263c1f515c8f1a163faf4c1a23a7d54d263c1f515c8f1a163faf4c1a23
451,ICO000451,452,282,Blair Evans,2021-03-27,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6fa71dc57ee353b699330fc2fbb19e056fa71dc57ee353b699330fc2fbb19e05
452,ICO000452,98,364,Quinn Patel,2021-03-28,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9462de681fcc5e7abbf42c54fffb6f219462de681fcc5e7abbf42c54fffb6f21
453,ICO000453,17,246,Riley Singh,2021-03-29,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5dd0bbd09788525cada199331dcea8825dd0bbd09788525cada199331dcea882
454,ICO000454,226,10,Devon Martin,2021-03-30,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,01507f3babde5521b8284cbca8dc9c6301507f3babde5521b8284cbca8dc9c63
455,ICO000455,84,330,Devon Hughes,2021-03-31,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f7772769e7b95953b2a6ce25ec422bf1f7772769e7b95953b2a6ce25ec422bf1
456,ICO000456,126,430,Harper Hughes,2021-04-01,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ebfafbacaf595c788fd726e62f9275a3ebfafbacaf595c788fd726e62f9275a3
457,ICO000457,258,201,Harper Adams,2021-04-02,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0dfdf4fa07765c558e99a974ab5acbe20dfdf4fa07765c558e99a974ab5acbe2
458,ICO000458,43,185,Emerson Garcia,2021-04-03,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,175a359b5d81578f886527b92ffd874a175a359b5d81578f886527b92ffd874a
459,ICO000459,-1,-1,Morgan Khan,2021-04-04,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,17bf4cf4402d543ab4183046380e982417bf4cf4402d543ab4183046380e9824
460,ICO000460,260,92,Taylor Adams,2021-04-05,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,20829e880ab55156a5ef570dfeac947f20829e880ab55156a5ef570dfeac947f
461,ICO000461,429,88,Emerson Singh,2021-04-06,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ea8e4dd6e7fd52c5813bbd99232624adea8e4dd6e7fd52c5813bbd99232624ad
462,ICO000462,216,105,Harper Garcia,2021-04-07,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1e89dfe722df5944b7c43771bc51c14e1e89dfe722df5944b7c43771bc51c14e
463,ICO000463,387,155,Quinn Diaz,2021-04-08,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f6a3d98d57f85a699634325064c9d5eef6a3d98d57f85a699634325064c9d5ee
464,ICO000464,82,43,Taylor Reed,2021-04-09,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eb1ceb348f855390b30167c1a51c11dceb1ceb348f855390b30167c1a51c11dc
465,ICO000465,330,18,Morgan Evans,2021-04-10,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cd4534903ee15319a154f2079a907359cd4534903ee15319a154f2079a907359
466,ICO000466,284,125,Jordan Khan,2021-04-11,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d0f9ac0c734353dbbf880372cc098308d0f9ac0c734353dbbf880372cc098308
467,ICO000467,460,235,Emerson Martin,2021-04-12,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6c48fc9dfbd2548aa136c0eaf42c4c836c48fc9dfbd2548aa136c0eaf42c4c83
468,ICO000468,185,191,Harper Hughes,2021-04-13,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,15e72493608b5debaf36bf47c560eded15e72493608b5debaf36bf47c560eded
469,ICO000469,435,342,Harper Adams,2021-04-14,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7cfbedc374ed52089729df6044196cea7cfbedc374ed52089729df6044196cea
470,ICO000470,75,19,Taylor Reed,2021-04-15,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ecabd5bc0a8c560394edaa2f7783db84ecabd5bc0a8c560394edaa2f7783db84
471,ICO000471,97,341,Emerson Khan,2021-04-16,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ea1f93b8d978570e8b47d2a21907ed49ea1f93b8d978570e8b47d2a21907ed49
472,ICO000472,241,12,Morgan Singh,2021-04-17,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e47bf25e8bfa574e99336b13e51b81ede47bf25e8bfa574e99336b13e51b81ed
473,ICO000473,49,6,Devon Khan,2021-04-18,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e156f7ed10085789aa3783824bf487b8e156f7ed10085789aa3783824bf487b8
474,ICO000474,329,406,Alex Diaz,2021-04-19,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9976b2524f5859d4b7e8008aac17cc649976b2524f5859d4b7e8008aac17cc64
475,ICO000475,278,237,Emerson Bennett,2021-04-20,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dad68f82b4ed5681898ea1b9e35ec874dad68f82b4ed5681898ea1b9e35ec874
476,ICO000476,-1,-1,Quinn Khan,2021-04-21,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e0667875aa1c558c9c5e1786ae79feb6e0667875aa1c558c9c5e1786ae79feb6
477,ICO000477,206,431,Alex Evans,2021-04-22,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ddab386f61355a6381e7442bde78cc3bddab386f61355a6381e7442bde78cc3b
478,ICO000478,90,466,Finley Adams,2021-04-23,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,de81e38f9f7558d79bd5971c0084a26dde81e38f9f7558d79bd5971c0084a26d
479,ICO000479,171,189,Emerson Patel,2021-04-24,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,855178ef0b595ccbb293d93480ee2246855178ef0b595ccbb293d93480ee2246
480,ICO000480,473,350,Alex Hughes,2021-04-25,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5da9f6570e2e5bc88d46dca06c45904a5da9f6570e2e5bc88d46dca06c45904a
481,ICO000481,139,250,Harper Martin,2021-04-26,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1c964f11260b5d1cb0d16d3431423bfa1c964f11260b5d1cb0d16d3431423bfa
482,ICO000482,72,355,Casey Garcia,2021-04-27,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4d9913e0769b5babbbe27bfeada914ea4d9913e0769b5babbbe27bfeada914ea
483,ICO000483,27,321,Devon Diaz,2021-04-28,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,43725e7ad6655504a9a96e8eccb9c2bb43725e7ad6655504a9a96e8eccb9c2bb
484,ICO000484,416,173,Taylor Chen,2021-04-29,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,27d65365476b5bcda7bfc84dd8fdf5af27d65365476b5bcda7bfc84dd8fdf5af
485,ICO000485,204,159,Jordan Chen,2021-04-30,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c34ec896f24057fca35a60aaf3f3dd51c34ec896f24057fca35a60aaf3f3dd51
486,ICO000486,468,441,Riley Garcia,2021-05-01,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,46a955a91f825f3888f783f71ce4161b46a955a91f825f3888f783f71ce4161b
487,ICO000487,307,296,Emerson Hughes,2021-05-02,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6c22545e0a3a5cd6ad861dcad5314b576c22545e0a3a5cd6ad861dcad5314b57
488,ICO000488,343,140,Morgan Reed,2021-05-03,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0d795dde86a559009a429313766b25270d795dde86a559009a429313766b2527
489,ICO000489,333,377,Riley Chen,2021-05-04,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6676b63f40d9565a8952b36d8216891e6676b63f40d9565a8952b36d8216891e
490,ICO000490,489,200,Alex Garcia,2021-05-05,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7fe63353762d51bf9b3cde319693fb927fe63353762d51bf9b3cde319693fb92
491,ICO000491,190,198,Taylor Evans,2021-05-06,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7de654aaf28050b0a05f2f9850ba53927de654aaf28050b0a05f2f9850ba5392
492,ICO000492,260,167,Devon Chen,2021-05-07,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,aa6503ba9a4553ef8cbfc64023da1bacaa6503ba9a4553ef8cbfc64023da1bac
493,ICO000493,-1,-1,Harper Adams,2021-05-08,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c4dbcad38cda51c1ad9a8b51462e996fc4dbcad38cda51c1ad9a8b51462e996f
494,ICO000494,164,461,Taylor Bennett,2021-05-09,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f296328172175b75a41454d4342b84e0f296328172175b75a41454d4342b84e0
495,ICO000495,377,483,Alex Khan,2021-05-10,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,91da1ec2a52b5c028ed813c329f5840891da1ec2a52b5c028ed813c329f58408
496,ICO000496,150,172,Finley Hughes,2021-05-11,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bee1f37b6d585562b64fe9179bec8887bee1f37b6d585562b64fe9179bec8887
497,ICO000497,343,277,Taylor Bennett,2021-05-12,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9dd48a0faa5355acab48d0bb23010e509dd48a0faa5355acab48d0bb23010e50
498,ICO000498,376,140,Taylor Reed,2021-05-13,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ee2320b069f753bb843bd8b29e4038ccee2320b069f753bb843bd8b29e4038cc
499,ICO000499,27,263,Blair Evans,2021-05-14,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,25ca73870633557c94b9a7efe0622cde25ca73870633557c94b9a7efe0622cde
500,ICO000500,303,500,Taylor Bennett,2021-05-15,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8e65741a48a850a392b325ccc2ce64ab8e65741a48a850a392b325ccc2ce64ab
