EmployeeKey,EmployeeNumber,EmployeeJobRoleKey,EmployeePayGradeKey,SupervisorEmployeeKey,EmployeeUnionKey,EmploymentTypeKey,LanguageKey,RecordStatusKey,ShiftCodeKey,EmployeeFullName,PreferredName,HireDate,TerminationDate,EmailAddress,SupervisorEmployeeNumber,StandardHourlyRateAmount,HomePlantCode,BadgeNumber,SafetyTrainingCurrentFlag,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
312,E000312,50,21,-1,55,6,24,4,10,Quinn Diaz,Vertex Employee 312,2020-11-08,2020-11-08,user312@example.com,E000312,0.0312,E000312,E000312,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9ba85271d25c5a8e81b9db690c2a97219ba85271d25c5a8e81b9db690c2a9721
313,E000313,192,19,-1,31,8,2,2,11,Morgan Garcia,Summit Employee 313,2020-11-09,2020-11-09,user313@example.com,E000313,0.0313,E000313,E000313,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d88a28335f675187ad7100bcf47df3bcd88a28335f675187ad7100bcf47df3bc
314,E000314,16,46,-1,28,5,30,4,2,Riley Diaz,Ion Employee 314,2020-11-10,2020-11-10,user314@example.com,E000314,0.0314,E000314,E000314,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,80e24561da7c5e6cab1fcd7d002dbcc480e24561da7c5e6cab1fcd7d002dbcc4
315,E000315,483,75,-1,28,7,10,2,10,Blair Bennett,Riverton Employee 315,2020-11-11,2020-11-11,user315@example.com,E000315,0.0315,E000315,E000315,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d76f3d6acf305cff8012944513305f9dd76f3d6acf305cff8012944513305f9d
316,E000316,217,69,-1,51,6,18,3,3,Riley Singh,Zenith Employee 316,2020-11-12,2020-11-12,user316@example.com,E000316,0.0316,E000316,E000316,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,60188d6f766b51ef9de8383d7e92e8c860188d6f766b51ef9de8383d7e92e8c8
317,E000317,317,30,-1,36,4,33,4,5,Finley Singh,Keystone Employee 317,2020-11-13,2020-11-13,user317@example.com,E000317,0.0317,E000317,E000317,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2484bbed175054c783ed5de9b845201a2484bbed175054c783ed5de9b845201a
318,E000318,472,41,-1,47,7,20,2,3,Alex Bennett,Cedar Employee 318,2020-11-14,2020-11-14,user318@example.com,E000318,0.0318,E000318,E000318,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3ee5978d210c56929ba88a94797cb9383ee5978d210c56929ba88a94797cb938
319,E000319,38,4,-1,21,4,5,3,11,Emerson Singh,Riverton Employee 319,2020-11-15,2020-11-15,user319@example.com,E000319,0.0319,E000319,E000319,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,32e2e3f5d85c52f1969839aacf7f810232e2e3f5d85c52f1969839aacf7f8102
320,E000320,39,64,-1,43,2,31,2,8,Morgan Patel,Orion Employee 320,2020-11-16,2020-11-16,user320@example.com,E000320,0.0320,E000320,E000320,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a42ec2912c545ba4966aac2c340ef462a42ec2912c545ba4966aac2c340ef462
321,E000321,199,33,-1,10,2,34,1,6,Alex Hughes,Harbor Employee 321,2020-11-17,2020-11-17,user321@example.com,E000321,0.0321,E000321,E000321,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,de7f0fe62fb65c23ad80890dc6e7d0c3de7f0fe62fb65c23ad80890dc6e7d0c3
322,E000322,31,25,-1,34,3,17,2,2,Quinn Khan,Harbor Employee 322,2020-11-18,2020-11-18,user322@example.com,E000322,0.0322,E000322,E000322,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6e5077bc331c5e32bdb9e0b64a8c11066e5077bc331c5e32bdb9e0b64a8c1106
323,E000323,384,52,-1,58,4,8,1,2,Jordan Evans,Cedar Employee 323,2020-11-19,2020-11-19,user323@example.com,E000323,0.0323,E000323,E000323,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,17f13deaac0f5e519af987fa03f50ec717f13deaac0f5e519af987fa03f50ec7
324,E000324,301,42,-1,33,6,40,2,10,Quinn Singh,Orion Employee 324,2020-11-20,2020-11-20,user324@example.com,E000324,0.0324,E000324,E000324,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9e7d05f227af53e7a34fdf0a6869a2469e7d05f227af53e7a34fdf0a6869a246
325,E000325,494,78,-1,11,7,18,3,1,Taylor Bennett,Vertex Employee 325,2020-11-21,2020-11-21,user325@example.com,E000325,0.0325,E000325,E000325,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4caa74e8741f56c9a1576ef44aec68214caa74e8741f56c9a1576ef44aec6821
326,E000326,295,66,-1,54,7,24,2,1,Harper Chen,Meridian Employee 326,2020-11-22,2020-11-22,user326@example.com,E000326,0.0326,E000326,E000326,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c2ab17bcb9655d4fa2534f7258b77052c2ab17bcb9655d4fa2534f7258b77052
327,E000327,28,79,-1,44,3,38,4,2,Casey Patel,Forge Employee 327,2020-11-23,2020-11-23,user327@example.com,E000327,0.0327,E000327,E000327,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d2880e82739b57d6905da1795f145337d2880e82739b57d6905da1795f145337
328,E000328,245,24,-1,17,7,28,4,2,Casey Adams,Riverton Employee 328,2020-11-24,2020-11-24,user328@example.com,E000328,0.0328,E000328,E000328,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,62d62c66674f55a1b75f7c3389e9912b62d62c66674f55a1b75f7c3389e9912b
329,E000329,8,44,-1,1,5,17,1,6,Devon Martin,Meridian Employee 329,2020-11-25,2020-11-25,user329@example.com,E000329,0.0329,E000329,E000329,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eff7d9e254df51d6a983f8093816723feff7d9e254df51d6a983f8093816723f
330,E000330,47,45,-1,53,4,12,3,9,Alex Diaz,Delta Employee 330,2020-11-26,2020-11-26,user330@example.com,E000330,0.0330,E000330,E000330,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,714b6b9ee1ef5174998b889e86c82fbf714b6b9ee1ef5174998b889e86c82fbf
331,E000331,6,11,-1,17,7,5,3,8,Emerson Patel,Cedar Employee 331,2020-11-27,2020-11-27,user331@example.com,E000331,0.0331,E000331,E000331,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,201842ce89f752fcaf4ae6def2eef08c201842ce89f752fcaf4ae6def2eef08c
332,E000332,150,28,-1,58,4,39,1,5,Morgan Reed,Unity Employee 332,2020-11-28,2020-11-28,user332@example.com,E000332,0.0332,E000332,E000332,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9b8828082c895cd782100006d0d2e74d9b8828082c895cd782100006d0d2e74d
333,E000333,105,54,-1,40,2,8,1,6,Riley Singh,Atlas Employee 333,2020-11-29,2020-11-29,user333@example.com,E000333,0.0333,E000333,E000333,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a6cb79c6e64c5c0ba539df99e7023cb7a6cb79c6e64c5c0ba539df99e7023cb7
334,E000334,334,80,-1,54,6,34,1,3,Finley Diaz,Summit Employee 334,2020-11-30,2020-11-30,user334@example.com,E000334,0.0334,E000334,E000334,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f0c997aa1d4052f1b81a9e62701509f5f0c997aa1d4052f1b81a9e62701509f5
335,E000335,383,64,-1,56,1,4,1,8,Morgan Adams,Willow Employee 335,2020-12-01,2020-12-01,user335@example.com,E000335,0.0335,E000335,E000335,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b28763c7c48c55c3a1026bae659037b9b28763c7c48c55c3a1026bae659037b9
336,E000336,266,31,-1,1,7,24,2,4,Jordan Martin,Orion Employee 336,2020-12-02,2020-12-02,user336@example.com,E000336,0.0336,E000336,E000336,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ff0a67f0944f5519b8f61944896960c3ff0a67f0944f5519b8f61944896960c3
337,E000337,156,23,-1,30,1,5,4,7,Devon Evans,Zenith Employee 337,2020-12-03,2020-12-03,user337@example.com,E000337,0.0337,E000337,E000337,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,af6e84e5e5435008875b8404571004d6af6e84e5e5435008875b8404571004d6
338,E000338,300,22,-1,43,8,17,4,8,Riley Singh,Meridian Employee 338,2020-12-04,2020-12-04,user338@example.com,E000338,0.0338,E000338,E000338,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bb3f3545fe595936aa4dd20339679ac3bb3f3545fe595936aa4dd20339679ac3
339,E000339,45,77,-1,40,5,23,4,8,Riley Diaz,Ion Employee 339,2020-12-05,2020-12-05,user339@example.com,E000339,0.0339,E000339,E000339,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8957f292f0445aecaf63de56bb28432a8957f292f0445aecaf63de56bb28432a
340,E000340,260,25,-1,28,5,39,1,7,Devon Garcia,Zenith Employee 340,2020-12-06,2020-12-06,user340@example.com,E000340,0.0340,E000340,E000340,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,70941ba869d254f5a530463cadac1f1f70941ba869d254f5a530463cadac1f1f
341,E000341,478,68,-1,10,1,36,3,3,Harper Patel,Beacon Employee 341,2020-12-07,2020-12-07,user341@example.com,E000341,0.0341,E000341,E000341,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,90dcbf18f6865590b5c998a180e1fd5090dcbf18f6865590b5c998a180e1fd50
342,E000342,265,68,-1,56,7,5,3,5,Morgan Adams,Northstar Employee 342,2020-12-08,2020-12-08,user342@example.com,E000342,0.0342,E000342,E000342,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2170ec73d05a58e4b188f7bb7cfd623d2170ec73d05a58e4b188f7bb7cfd623d
343,E000343,193,29,-1,30,8,38,3,11,Alex Chen,Orion Employee 343,2020-12-09,2020-12-09,user343@example.com,E000343,0.0343,E000343,E000343,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4ec7abf9f34755eeba9a5e1cb859d6f84ec7abf9f34755eeba9a5e1cb859d6f8
344,E000344,7,35,-1,49,6,36,2,8,Casey Garcia,Orion Employee 344,2020-12-10,2020-12-10,user344@example.com,E000344,0.0344,E000344,E000344,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b3e49e42065d5fb4a14d7a78f6966fb0b3e49e42065d5fb4a14d7a78f6966fb0
345,E000345,298,8,-1,24,2,26,1,6,Alex Diaz,Ion Employee 345,2020-12-11,2020-12-11,user345@example.com,E000345,0.0345,E000345,E000345,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f7f192d53c5a5717819cefd822e0623ff7f192d53c5a5717819cefd822e0623f
346,E000346,448,24,-1,37,4,14,1,8,Riley Garcia,Meridian Employee 346,2020-12-12,2020-12-12,user346@example.com,E000346,0.0346,E000346,E000346,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b628085bce795628a0f8f83d22f0eebcb628085bce795628a0f8f83d22f0eebc
347,E000347,325,53,-1,17,8,5,2,9,Riley Diaz,Beacon Employee 347,2020-12-13,2020-12-13,user347@example.com,E000347,0.0347,E000347,E000347,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,303b57646bb25ea0ad990f34bdec0dd0303b57646bb25ea0ad990f34bdec0dd0
348,E000348,76,48,-1,42,1,20,2,5,Harper Adams,Northstar Employee 348,2020-12-14,2020-12-14,user348@example.com,E000348,0.0348,E000348,E000348,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0e7a427bcb78542686a5d3ae4eb606940e7a427bcb78542686a5d3ae4eb60694
349,E000349,492,76,-1,45,2,7,2,7,Emerson Hughes,Summit Employee 349,2020-12-15,2020-12-15,user349@example.com,E000349,0.0349,E000349,E000349,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ebe3f15f19555856bb2cbc69248c8297ebe3f15f19555856bb2cbc69248c8297
350,E000350,451,17,-1,19,4,30,1,6,Alex Martin,Beacon Employee 350,2020-12-16,2020-12-16,user350@example.com,E000350,0.0350,E000350,E000350,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e450360ed92758b3a456fdb50892b62de450360ed92758b3a456fdb50892b62d
351,E000351,8,71,-1,10,5,7,4,3,Alex Chen,Unity Employee 351,2020-12-17,2020-12-17,user351@example.com,E000351,0.0351,E000351,E000351,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a3aef072e2505ed4857907dd6267ab26a3aef072e2505ed4857907dd6267ab26
352,E000352,332,38,-1,49,1,12,4,6,Jordan Patel,Zenith Employee 352,2020-12-18,2020-12-18,user352@example.com,E000352,0.0352,E000352,E000352,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,25bb69ba0f5b5676bcee5be935e71cc125bb69ba0f5b5676bcee5be935e71cc1
353,E000353,485,72,-1,45,5,39,3,6,Emerson Khan,Keystone Employee 353,2020-12-19,2020-12-19,user353@example.com,E000353,0.0353,E000353,E000353,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,61677a63470c5762a8bc3e40d770f2d661677a63470c5762a8bc3e40d770f2d6
354,E000354,22,20,-1,48,4,25,4,11,Jordan Hughes,Summit Employee 354,2020-12-20,2020-12-20,user354@example.com,E000354,0.0354,E000354,E000354,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c4ffbf5f7c3350a3b9a3fe86e2ee6a61c4ffbf5f7c3350a3b9a3fe86e2ee6a61
355,E000355,15,44,-1,28,3,6,2,10,Finley Patel,Unity Employee 355,2020-12-21,2020-12-21,user355@example.com,E000355,0.0355,E000355,E000355,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f63c391e2aa656ecbb4b4fcfef748181f63c391e2aa656ecbb4b4fcfef748181
356,E000356,464,67,-1,4,6,3,1,5,Taylor Garcia,Keystone Employee 356,2020-12-22,2020-12-22,user356@example.com,E000356,0.0356,E000356,E000356,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3473f6121d905a17928b5bfa9b2cefc73473f6121d905a17928b5bfa9b2cefc7
357,E000357,498,49,-1,53,3,31,1,8,Morgan Martin,Liberty Employee 357,2020-12-23,2020-12-23,user357@example.com,E000357,0.0357,E000357,E000357,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7ef004c082705caaa806cfd4ec250d937ef004c082705caaa806cfd4ec250d93
358,E000358,315,66,-1,14,5,7,4,6,Jordan Evans,Ion Employee 358,2020-12-24,2020-12-24,user358@example.com,E000358,0.0358,E000358,E000358,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a776455b7e825adf9c29a60dac59bcd7a776455b7e825adf9c29a60dac59bcd7
359,E000359,470,69,-1,39,7,11,4,12,Jordan Hughes,Vertex Employee 359,2020-12-25,2020-12-25,user359@example.com,E000359,0.0359,E000359,E000359,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0af2788ff32f50969862b3dbd32f13510af2788ff32f50969862b3dbd32f1351
360,E000360,140,23,-1,20,8,35,3,8,Finley Adams,Ion Employee 360,2020-12-26,2020-12-26,user360@example.com,E000360,0.0360,E000360,E000360,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1b6b7b91a3455920b89bb122aae0b8751b6b7b91a3455920b89bb122aae0b875
361,E000361,99,36,-1,17,7,37,4,6,Jordan Bennett,Meridian Employee 361,2020-12-27,2020-12-27,user361@example.com,E000361,0.0361,E000361,E000361,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,05314a91694d58ae9c933c0fcf6308c005314a91694d58ae9c933c0fcf6308c0
362,E000362,142,80,-1,5,6,28,3,4,Devon Diaz,Keystone Employee 362,2020-12-28,2020-12-28,user362@example.com,E000362,0.0362,E000362,E000362,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,900560a892b550a5b13fcdd032e2e2d7900560a892b550a5b13fcdd032e2e2d7
363,E000363,257,25,-1,13,4,32,3,8,Jordan Bennett,Titan Employee 363,2020-12-29,2020-12-29,user363@example.com,E000363,0.0363,E000363,E000363,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1274c933ffb25b1fb317df950a8a1ede1274c933ffb25b1fb317df950a8a1ede
364,E000364,431,67,-1,14,1,9,4,7,Riley Khan,Vertex Employee 364,2020-12-30,2020-12-30,user364@example.com,E000364,0.0364,E000364,E000364,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8f6ab90eb65450a2aee09ee017f3ca7c8f6ab90eb65450a2aee09ee017f3ca7c
365,E000365,421,79,-1,6,2,14,2,11,Blair Hughes,Liberty Employee 365,2020-12-31,2020-12-31,user365@example.com,E000365,0.0365,E000365,E000365,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1250e96632315b4fa69acc83c4ba2bac1250e96632315b4fa69acc83c4ba2bac
366,E000366,262,30,-1,28,3,8,1,4,Jordan Diaz,Junction Employee 366,2021-01-01,2021-01-01,user366@example.com,E000366,0.0366,E000366,E000366,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,edf1174cc99d5b61ace07b5760d5c8f8edf1174cc99d5b61ace07b5760d5c8f8
367,E000367,442,10,-1,15,4,30,1,3,Quinn Adams,Liberty Employee 367,2021-01-02,2021-01-02,user367@example.com,E000367,0.0367,E000367,E000367,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9d7b6ee777c057fe88b107dc7e63aebc9d7b6ee777c057fe88b107dc7e63aebc
368,E000368,102,52,-1,6,5,12,3,11,Blair Martin,Orion Employee 368,2021-01-03,2021-01-03,user368@example.com,E000368,0.0368,E000368,E000368,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,20ea3a05ff1c5ec89b2efbd820ec65cc20ea3a05ff1c5ec89b2efbd820ec65cc
369,E000369,170,68,-1,52,8,25,1,11,Jordan Hughes,Riverton Employee 369,2021-01-04,2021-01-04,user369@example.com,E000369,0.0369,E000369,E000369,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f3f95b04e34e5326ba607dc73c119da0f3f95b04e34e5326ba607dc73c119da0
370,E000370,474,58,-1,25,4,14,1,5,Emerson Evans,Pioneer Employee 370,2021-01-05,2021-01-05,user370@example.com,E000370,0.0370,E000370,E000370,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,da1ef0ee93ee571daabc251cb8d92b55da1ef0ee93ee571daabc251cb8d92b55
371,E000371,284,80,-1,17,8,25,4,7,Morgan Martin,Unity Employee 371,2021-01-06,2021-01-06,user371@example.com,E000371,0.0371,E000371,E000371,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3f4c489228805dbeaf82faa85083e0453f4c489228805dbeaf82faa85083e045
372,E000372,496,17,-1,33,3,23,4,6,Devon Reed,Titan Employee 372,2021-01-07,2021-01-07,user372@example.com,E000372,0.0372,E000372,E000372,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1a869e804fec5f05be3ec58eb255bb741a869e804fec5f05be3ec58eb255bb74
373,E000373,301,24,-1,60,8,30,1,10,Blair Garcia,Quartz Employee 373,2021-01-08,2021-01-08,user373@example.com,E000373,0.0373,E000373,E000373,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,11177568a2a859e5b7b0929891d7719611177568a2a859e5b7b0929891d77196
374,E000374,399,32,-1,18,5,37,3,2,Jordan Hughes,Granite Employee 374,2021-01-09,2021-01-09,user374@example.com,E000374,0.0374,E000374,E000374,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,21397cc244455fd4b365125f97dd322221397cc244455fd4b365125f97dd3222
375,E000375,190,67,-1,11,1,15,4,10,Morgan Singh,Cedar Employee 375,2021-01-10,2021-01-10,user375@example.com,E000375,0.0375,E000375,E000375,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ffdb307e9e44518fafe0bbaa74aeb232ffdb307e9e44518fafe0bbaa74aeb232
376,E000376,226,20,-1,48,2,31,4,3,Harper Bennett,Atlas Employee 376,2021-01-11,2021-01-11,user376@example.com,E000376,0.0376,E000376,E000376,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5fff78b1202f50e7911ffbb7fb6b13325fff78b1202f50e7911ffbb7fb6b1332
377,E000377,298,69,-1,54,5,3,4,10,Alex Khan,Atlas Employee 377,2021-01-12,2021-01-12,user377@example.com,E000377,0.0377,E000377,E000377,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d9b1ad522a2f5be090bfcabad8ad2494d9b1ad522a2f5be090bfcabad8ad2494
378,E000378,208,61,-1,39,7,39,3,11,Harper Reed,Meridian Employee 378,2021-01-13,2021-01-13,user378@example.com,E000378,0.0378,E000378,E000378,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dfcd2ab9c0cd5e279e40cd67bc729181dfcd2ab9c0cd5e279e40cd67bc729181
379,E000379,96,61,-1,30,6,13,2,2,Blair Adams,Willow Employee 379,2021-01-14,2021-01-14,user379@example.com,E000379,0.0379,E000379,E000379,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bbba7d9deeb95e3a98cd92d38ccc452bbbba7d9deeb95e3a98cd92d38ccc452b
380,E000380,443,45,-1,60,2,26,3,10,Jordan Singh,Unity Employee 380,2021-01-15,2021-01-15,user380@example.com,E000380,0.0380,E000380,E000380,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e79415fe9527505fb365dfe294ef0adee79415fe9527505fb365dfe294ef0ade
381,E000381,275,20,-1,40,4,30,4,12,Casey Patel,Granite Employee 381,2021-01-16,2021-01-16,user381@example.com,E000381,0.0381,E000381,E000381,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5d3f235028ae5c79a5d63389c6a9b74d5d3f235028ae5c79a5d63389c6a9b74d
382,E000382,19,3,-1,6,8,11,1,4,Casey Khan,Evergreen Employee 382,2021-01-17,2021-01-17,user382@example.com,E000382,0.0382,E000382,E000382,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b465b19d1e1d5a919add6903735cd648b465b19d1e1d5a919add6903735cd648
383,E000383,429,57,-1,48,4,15,3,2,Alex Diaz,Liberty Employee 383,2021-01-18,2021-01-18,user383@example.com,E000383,0.0383,E000383,E000383,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4835f460c1c2539f99e47fd4b310c4794835f460c1c2539f99e47fd4b310c479
384,E000384,306,61,-1,57,1,3,4,2,Finley Bennett,Unity Employee 384,2021-01-19,2021-01-19,user384@example.com,E000384,0.0384,E000384,E000384,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,83f9e89704705a198c7121febe91cf6983f9e89704705a198c7121febe91cf69
385,E000385,294,54,-1,52,4,6,2,3,Emerson Garcia,Keystone Employee 385,2021-01-20,2021-01-20,user385@example.com,E000385,0.0385,E000385,E000385,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c7348d43b0715135b152d161fd8d22d4c7348d43b0715135b152d161fd8d22d4
386,E000386,225,32,-1,15,8,27,4,12,Devon Diaz,Meridian Employee 386,2021-01-21,2021-01-21,user386@example.com,E000386,0.0386,E000386,E000386,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2601390ccc2e5a24a8c7b72d382bbabe2601390ccc2e5a24a8c7b72d382bbabe
387,E000387,322,12,-1,59,7,13,2,10,Riley Patel,Delta Employee 387,2021-01-22,2021-01-22,user387@example.com,E000387,0.0387,E000387,E000387,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,109381e78bcd5b878c0f8b4eec3f42ae109381e78bcd5b878c0f8b4eec3f42ae
388,E000388,415,37,-1,18,4,6,2,10,Harper Martin,Evergreen Employee 388,2021-01-23,2021-01-23,user388@example.com,E000388,0.0388,E000388,E000388,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3a26837a6a4958d2b2bdb1495fc37aa43a26837a6a4958d2b2bdb1495fc37aa4
389,E000389,39,31,-1,58,8,38,1,6,Harper Singh,Unity Employee 389,2021-01-24,2021-01-24,user389@example.com,E000389,0.0389,E000389,E000389,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a3cf4e1842ab5c3daec26225e170fb78a3cf4e1842ab5c3daec26225e170fb78
